City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
346,Bosobolo,4.1833,19.9,70.88,light rain,95,29,0.96,CD
347,Langarud,37.197,50.1535,71.58,broken clouds,80,73,2.42,IR
348,Yar-Sale,66.8333,70.8333,33.22,clear sky,83,0,9.26,RU
349,Venice,27.0998,-82.4543,89.98,broken clouds,57,75,5.01,US
350,Abalak,58.1286,68.5944,34.88,broken clouds,81,56,5.46,RU
351,Krasnogorskoye,52.2953,86.1979,30.15,overcast clouds,85,100,3.04,RU
352,Vung Tau,10.346,107.0843,80.73,overcast clouds,84,88,10.42,VN
353,Sao Geraldo Do Araguaia,-6.4006,-48.555,97.86,overcast clouds,29,87,2.75,BR
354,Tocache,-8.1842,-76.5125,95.31,broken clouds,34,60,2.24,PE
355,Puerto Ayacucho,5.6639,-67.6236,87.67,overcast clouds,63,92,4.27,VE
356,Banamba,13.55,-7.45,81.66,clear sky,61,3,1.97,ML
357,Micheweni,-4.9667,39.8333,75.42,clear sky,80,6,9.44,TZ
358,Sabancuy,18.9667,-91.1833,89.22,clear sky,56,9,7.65,MX
359,Kozulka,50.0351,23.797,53.89,clear sky,74,4,10.02,UA
360,Scottsbluff,41.8666,-103.6672,90.03,clear sky,19,0,3.0,US
361,Doka,13.5167,35.7667,77.4,overcast clouds,69,94,4.21,SD
362,Bani,18.2833,-70.3333,92.64,scattered clouds,61,42,9.46,DO
363,Kalur Kot,32.1564,71.2594,92.23,clear sky,32,0,1.79,PK
364,Santiago Tuxtla,18.4667,-95.3,81.9,broken clouds,79,82,2.73,MX
365,Hay River,60.8156,-115.7999,46.38,broken clouds,71,75,6.91,CA
366,Beloha,-25.1667,45.05,75.49,clear sky,48,0,12.39,MG
367,Hwange,-18.3693,26.5019,78.04,scattered clouds,31,26,3.38,ZW
368,Imeni Poliny Osipenko,52.4201,136.4853,50.32,clear sky,96,5,3.83,RU
369,Serra Talhada,-7.9919,-38.2983,93.96,overcast clouds,23,99,15.99,BR
370,Cayenne,4.9333,-52.3333,89.64,clear sky,73,0,8.01,GF
371,Halifax,44.6453,-63.5724,69.35,broken clouds,51,75,4.0,CA
372,Nago,26.5881,127.9761,80.76,few clouds,80,12,11.65,JP
373,Amos,48.5669,-78.1162,48.47,overcast clouds,82,100,7.83,CA
374,Faanui,-16.4833,-151.75,79.05,light rain,77,3,19.1,PF
375,Darhan,49.4867,105.9228,38.53,overcast clouds,69,100,11.05,MN
376,Sur,22.5667,59.5289,83.8,broken clouds,68,64,8.12,OM
377,Bubaque,11.2833,-15.8333,85.23,light rain,72,100,9.06,GW
378,La Ronge,55.1001,-105.2842,59.25,few clouds,55,20,4.61,CA
379,Laguna,38.421,-121.4238,80.44,clear sky,60,1,4.0,US
380,San Patricio,28.017,-97.5169,92.07,overcast clouds,47,91,8.08,US
381,Mount Isa,-20.7333,139.5,56.97,scattered clouds,30,35,0.0,AU
382,Kastamonu,41.5,33.6667,48.7,clear sky,88,0,2.82,TR
383,Los Llanos De Aridane,28.6585,-17.9182,71.35,volcanic ash,83,75,14.97,ES
384,Liverpool,53.4106,-2.9779,56.68,scattered clouds,71,40,4.0,GB
385,Hofn,64.2539,-15.2082,42.82,broken clouds,75,75,14.97,IS
386,Ahipara,-35.1667,173.1667,50.92,light rain,69,44,9.6,NZ
387,Chicama,-7.8447,-79.1469,63.14,broken clouds,57,71,10.33,PE
388,Kangaatsiaq,68.3065,-53.4641,26.56,clear sky,56,0,12.12,GL
389,Tateyama,34.9833,139.8667,68.09,scattered clouds,81,47,16.71,JP
390,Boysun,38.2061,67.1986,60.26,clear sky,42,0,3.67,UZ
391,Necochea,-38.5473,-58.7368,56.03,clear sky,57,4,10.4,AR
392,Margate,51.3813,1.3862,60.04,clear sky,68,0,4.0,GB
393,Killybegs,54.6333,-8.45,49.71,overcast clouds,78,100,17.63,IE
394,Saint-Augustin,51.226,-58.6502,60.6,scattered clouds,80,48,14.27,CA
395,Ostrovnoy,68.0531,39.5131,45.54,overcast clouds,89,100,4.34,RU
396,Solnechnyy,50.7214,136.6319,53.44,scattered clouds,96,27,2.19,RU
397,Troitsko-Pechorsk,62.7084,56.1964,36.05,overcast clouds,80,100,2.98,RU
398,Monrovia,6.3005,-10.7969,78.57,light rain,86,100,11.68,LR
399,Luwuk,-0.9516,122.7875,76.15,overcast clouds,84,92,5.1,ID
400,Mamallapuram,12.6264,80.1722,84.25,overcast clouds,68,100,10.42,IN
401,Broome,42.2506,-75.833,75.7,overcast clouds,60,100,1.99,US
402,Nuevo Progreso,23.1667,-97.95,91.6,broken clouds,45,51,4.0,MX
403,San Policarpo,12.1791,125.5072,78.4,overcast clouds,90,97,7.2,PH
404,Ambulu,-8.345,113.6058,74.08,overcast clouds,83,100,3.91,ID
405,Leszno,51.8403,16.5749,64.65,overcast clouds,78,100,7.85,PL
406,Mogadishu,2.0371,45.3438,77.76,scattered clouds,85,45,20.69,SO
407,Sabang,5.8933,95.3214,81.1,overcast clouds,79,100,10.76,ID
408,Sola,-13.8833,167.55,77.67,broken clouds,94,75,0.0,VU
409,Abancay,-13.6339,-72.8814,72.64,overcast clouds,49,90,8.81,PE
410,Bijawar,24.6333,79.5,77.83,scattered clouds,83,40,6.89,IN
411,Ust-Nera,64.5667,143.2,30.29,overcast clouds,94,99,3.49,RU
412,Otane,-39.8833,176.6333,47.01,overcast clouds,98,100,8.46,NZ
413,El Dorado,38.7666,-120.5177,81.79,few clouds,23,12,11.34,US
414,Tignere,7.3667,12.65,65.66,light rain,92,100,1.07,CM
415,Kupang,-10.1667,123.5833,74.71,overcast clouds,86,94,5.39,ID
416,Fort Nelson,58.8053,-122.7002,42.39,moderate rain,93,90,4.61,CA
417,Kruisfontein,-34.0033,24.7314,60.89,few clouds,90,11,14.32,ZA
418,Rocha,-34.4833,-54.3333,64.94,scattered clouds,72,49,12.46,UY
419,Haren,52.7833,7.2333,60.15,overcast clouds,94,99,10.36,DE
420,Gangakher,18.95,76.75,73.24,overcast clouds,99,100,8.66,IN
421,Suleja,9.1758,7.1808,68.99,overcast clouds,91,86,4.05,NG
422,Prado,-17.3411,-39.2208,76.51,overcast clouds,76,100,9.95,BR
423,Sao Filipe,14.8961,-24.4956,81.07,few clouds,75,16,10.83,CV
424,Erenhot,43.6475,111.9767,65.59,clear sky,36,0,26.49,CN
425,Grindavik,63.8424,-22.4338,39.15,broken clouds,70,75,32.21,IS
426,Iquitos,-3.7481,-73.2472,93.24,broken clouds,46,75,5.75,PE
427,Mayya,61.7333,130.2811,34.92,overcast clouds,69,100,9.13,RU
428,Krasnyy Chikoy,50.3643,108.7512,33.48,overcast clouds,94,100,4.38,RU
429,Erdenet,49.0333,104.0833,33.06,light snow,70,100,14.52,MN
430,Novokayakent,42.3937,47.9861,62.65,overcast clouds,62,97,8.19,RU
431,Hereford,52.0568,-2.7148,57.06,clear sky,59,3,1.01,GB
432,Hanzhong,33.0728,107.0303,63.75,overcast clouds,97,100,3.49,CN
433,Makakilo City,21.3469,-158.0858,82.62,clear sky,65,0,11.01,US
434,Umm Lajj,25.0213,37.2685,84.18,clear sky,56,0,8.63,SA
435,Yarmouth,41.7057,-70.2286,76.17,scattered clouds,72,25,10.0,US
436,Ravar,31.2656,56.8055,76.41,clear sky,20,0,3.53,IR
437,Vardo,70.3705,31.1107,51.78,clear sky,82,0,12.66,NO
438,Saint-Pierre,-21.3393,55.4781,71.28,few clouds,77,20,4.61,RE
439,Xining,36.6167,101.7667,50.72,clear sky,70,1,1.63,CN
440,Constitucion,-35.3333,-72.4167,61.05,clear sky,47,0,15.21,CL
441,Bereda,43.2686,-7.5406,58.57,overcast clouds,88,100,3.65,ES
442,Fujinomiya,35.2167,138.6167,62.78,clear sky,81,5,6.13,JP
443,Whitianga,-36.8333,175.7,47.48,broken clouds,86,77,4.52,NZ
444,Gualeguaychu,-33.0094,-58.5172,82.04,clear sky,51,5,10.65,AR
445,Suntar,62.1444,117.6319,34.34,overcast clouds,82,100,12.06,RU
446,Valparaiso,-33.0393,-71.6273,80.83,clear sky,41,0,10.36,CL
447,Chiredzi,-21.05,31.6667,78.22,clear sky,35,2,7.31,ZW
448,Nouna,12.7333,-3.8667,82.94,clear sky,52,7,9.17,BF
449,Mus,39.0,41.75,60.44,clear sky,26,0,3.89,TR
450,Maputo,-25.9653,32.5892,74.88,scattered clouds,78,40,11.01,MZ
451,Severnoye,56.3491,78.3619,37.98,overcast clouds,88,100,6.11,RU
452,Uyovu,-3.2833,31.5258,71.06,broken clouds,63,82,3.8,TZ
453,San Quintin,30.4833,-115.95,71.42,overcast clouds,71,97,14.52,MX
454,Narsaq,60.9167,-46.05,36.81,clear sky,39,0,2.1,GL
455,Zheleznodorozhnyy,55.7503,38.0042,48.42,light rain,89,100,10.16,RU
456,Dharchula,29.85,80.5333,67.73,clear sky,89,3,4.36,IN
457,Xuddur,4.1213,43.8894,79.14,scattered clouds,51,34,16.42,SO
458,Dauphin,51.1494,-100.0502,77.14,clear sky,33,1,10.36,CA
459,Kisangani,0.5167,25.2,76.17,few clouds,67,19,1.77,CD
460,Ust-Tsilma,65.441,52.1498,41.5,overcast clouds,89,100,4.43,RU
461,Gushikawa,26.3544,127.8686,79.83,few clouds,88,12,13.76,JP
462,Lucapa,-8.4192,20.7447,67.6,light rain,88,26,4.14,AO
463,Port Keats,-14.25,129.55,76.93,scattered clouds,86,40,5.73,AU
464,Santa Maria Del Oro,25.9333,-105.3667,78.87,few clouds,41,22,7.14,MX
465,Jilib,0.4883,42.7854,75.43,overcast clouds,80,100,12.55,SO
466,Daru,-9.0763,143.2092,77.47,overcast clouds,86,100,13.35,PG
467,Little Current,45.9793,-81.9248,63.41,overcast clouds,54,100,6.69,CA
468,Yumen,40.2833,97.2,62.06,clear sky,20,0,10.96,CN
469,Mwinilunga,-11.7358,24.4293,70.09,overcast clouds,53,100,1.03,ZM
470,Sorland,67.667,12.6934,53.46,scattered clouds,86,35,8.7,NO
471,Nogliki,51.8333,143.1667,49.3,overcast clouds,89,100,6.91,RU
472,Lamu,-2.2717,40.902,76.5,broken clouds,81,54,15.14,KE
473,San Rafael,-34.6177,-68.3301,65.35,scattered clouds,25,41,9.89,AR
474,Pendencias,-5.26,-36.7222,95.74,broken clouds,30,66,15.84,BR
475,Wagar,16.1525,36.2032,95.54,broken clouds,28,62,0.72,SD
476,Deputatskiy,69.3,139.9,18.66,scattered clouds,92,41,6.08,RU
477,Dhidhdhoo,6.8833,73.1,81.55,light rain,77,100,18.84,MV
478,Kingman,35.1894,-114.053,79.54,broken clouds,38,56,7.0,US
479,Kaeo,-35.1,173.7833,43.32,clear sky,92,8,4.12,NZ
480,Khopoli,18.7833,73.3333,78.35,overcast clouds,94,100,2.08,IN
481,Nsukka,6.8561,7.3927,71.62,scattered clouds,93,33,3.91,NG
482,Goderich,43.7501,-81.7165,72.03,overcast clouds,77,100,6.91,CA
483,Verkhnyaya Inta,65.9811,60.3094,36.59,overcast clouds,73,100,7.61,RU
484,Port Hedland,-20.3167,118.5667,62.65,scattered clouds,94,49,6.91,AU
485,Fukue,32.6881,128.8419,76.87,scattered clouds,80,41,9.26,JP
486,Moratuwa,6.773,79.8816,78.82,overcast clouds,84,96,12.41,LK
487,Falun,60.6036,15.626,52.21,scattered clouds,82,41,8.5,SE
488,Mtimbira,-8.7833,36.35,78.98,clear sky,43,5,4.21,TZ
489,Hami,42.8,93.45,65.34,clear sky,19,0,3.13,CN
490,Ramapuram,13.1167,79.2,78.03,overcast clouds,65,100,7.9,IN
491,Wamba,8.9333,8.6,74.26,broken clouds,88,69,2.51,NG
492,Baft,29.234,56.6057,66.65,clear sky,15,0,5.41,IR
493,Georgetown,5.4112,100.3354,77.95,scattered clouds,94,40,0.0,MY
494,Melton Mowbray,52.7659,-0.8869,56.82,clear sky,74,0,12.41,GB
495,Emporia,38.4039,-96.1817,90.23,scattered clouds,20,45,16.24,US
496,Lisakovsk,52.5369,62.4936,37.42,overcast clouds,86,100,17.56,KZ
497,Salalah,17.0151,54.0924,83.77,broken clouds,70,65,5.88,OM
498,Arrecife,28.963,-13.5477,75.27,few clouds,73,20,18.41,ES
499,Freeport,40.6576,-73.5832,82.33,clear sky,52,10,11.01,US
500,Port-Gentil,-0.7193,8.7815,78.76,broken clouds,83,75,11.5,GA
501,Neryungri,56.6709,124.6491,38.75,light rain,92,100,5.03,RU
502,Omsukchan,62.5333,155.8,28.98,overcast clouds,93,100,2.95,RU
503,Oranjemund,-28.55,16.4333,56.26,scattered clouds,78,46,13.13,NA
504,Awjilah,29.1081,21.2869,78.94,clear sky,28,1,7.96,LY
505,Schortens,53.5333,7.95,62.26,overcast clouds,96,90,12.66,DE
506,Saint Stephen,50.3333,-4.9,57.74,few clouds,82,20,11.5,GB
507,North Myrtle Beach,33.816,-78.68,86.04,clear sky,66,0,1.01,US
508,Ashqelon,31.6693,34.5715,77.83,broken clouds,62,81,8.28,IL
509,Kirs,59.3388,52.2447,34.02,few clouds,87,12,5.7,RU
510,Bagaces,10.5271,-85.2548,85.93,overcast clouds,85,100,8.52,CR
511,Guarapuava,-25.3953,-51.4581,84.43,scattered clouds,28,30,1.77,BR
512,Rumphi,-11.0186,33.8575,70.97,few clouds,45,21,4.52,MW
513,Ponta Delgada,37.7333,-25.6667,72.32,few clouds,88,20,6.91,PT
514,Kedougou,12.5579,-12.1743,91.98,thunderstorm,62,20,4.61,SN
515,Jumla,29.2747,82.1838,59.31,overcast clouds,91,100,2.1,NP
516,Mandiana,10.6333,-8.6833,79.39,broken clouds,71,80,2.21,GN
517,Kodinar,20.7903,70.7031,77.14,overcast clouds,92,100,4.29,IN
518,Stettler,52.3168,-112.7186,74.95,clear sky,33,0,24.16,CA
519,Luwingu,-10.2621,29.9271,73.27,overcast clouds,40,100,3.62,ZM
520,Hovd,48.0056,91.6419,30.99,overcast clouds,35,100,0.51,MN
521,Mouila,-1.8685,11.0559,75.7,moderate rain,91,100,2.98,GA
522,Bandar-E Lengeh,26.5579,54.8807,86.11,few clouds,62,17,0.0,IR
523,Murchison,-41.8,172.3333,38.46,few clouds,96,15,1.05,NZ
524,Port Hardy,50.6996,-127.4199,51.8,light intensity shower rain,93,90,20.71,CA
525,Ajra,16.1167,74.2,67.95,overcast clouds,98,100,6.62,IN
526,Trairi,-3.2778,-39.2689,84.29,overcast clouds,66,100,15.59,BR
527,Maniitsoq,65.4167,-52.9,35.71,clear sky,50,0,4.65,GL
528,Amberley,39.2048,-84.428,85.23,clear sky,47,0,5.01,US
529,Namibe,-15.1961,12.1522,63.82,scattered clouds,89,25,8.9,AO
530,Mezen,65.8522,44.24,43.86,overcast clouds,95,100,5.35,RU
531,Canmore,51.0834,-115.3521,72.75,scattered clouds,62,37,1.14,CA
532,Kinsale,51.7075,-8.5306,51.24,few clouds,81,20,10.36,IE
533,Gallup,35.5281,-108.7426,64.24,broken clouds,61,75,1.99,US
534,Champasak,14.75,106.0,72.41,scattered clouds,97,38,0.63,LA
535,Buenaventura,3.8801,-77.0312,72.91,broken clouds,81,81,6.96,CO
536,Arlit,18.7369,7.3853,91.49,clear sky,9,0,12.35,NE
537,Ginda,30.6945,78.4932,62.29,clear sky,86,0,5.08,IN
538,Kankon,15.0167,74.0167,76.8,light rain,84,100,1.01,IN
539,La Rioja,42.25,-2.5,62.04,overcast clouds,88,97,4.05,ES
540,Baykit,61.67,96.37,35.37,overcast clouds,80,100,7.74,RU
541,Mombetsu,44.3525,143.3525,54.09,overcast clouds,81,100,6.26,JP
542,Marshall,34.3834,-86.3333,84.07,clear sky,56,1,3.0,US
543,Tiarei,-17.5333,-149.3333,80.62,light rain,80,99,17.9,PF
544,Vila Do Maio,15.1333,-23.2167,92.19,clear sky,77,6,12.46,CV
545,Yulara,-25.2406,130.9889,64.24,clear sky,27,5,4.61,AU
546,Binga,-17.6203,27.3414,76.6,few clouds,41,12,2.33,ZW
547,Saryozek,44.3583,77.9753,52.3,clear sky,63,7,4.18,KZ
548,Saint-Joseph,-21.3667,55.6167,70.18,scattered clouds,81,45,11.74,RE
549,Borba,-4.3878,-59.5939,84.45,light rain,69,82,3.78,BR
550,Hambantota,6.1241,81.1185,77.34,moderate rain,94,20,9.22,LK
551,Bunbury,-33.3333,115.6333,50.81,broken clouds,91,53,8.88,AU
552,Southbridge,42.0751,-72.0334,76.01,scattered clouds,67,25,11.54,US
553,Iralaya,15.0,-83.2333,89.69,clear sky,65,9,9.08,HN
554,Dossor,47.5272,52.9811,57.87,overcast clouds,56,100,19.66,KZ
555,North Platte,41.1239,-100.7654,92.32,clear sky,26,0,1.01,US
556,Jurbarkas,55.0778,22.7664,47.34,clear sky,84,5,8.16,LT
557,Meulaboh,4.1363,96.1285,77.14,overcast clouds,85,100,9.78,ID
558,Boyolangu,-8.1181,111.8935,74.41,overcast clouds,83,100,7.45,ID
559,Oudtshoorn,-33.5907,22.2014,52.16,overcast clouds,82,100,6.26,ZA
560,Candido De Abreu,-24.5669,-51.3333,92.68,clear sky,24,1,3.02,BR
561,Sterling,39.0062,-77.4286,82.36,clear sky,47,1,1.01,US
562,Acajutla,13.5928,-89.8275,85.75,broken clouds,68,55,5.64,SV
563,Kewanee,41.2456,-89.9248,86.59,clear sky,28,0,14.2,US
564,Bousso,10.4795,16.7117,76.3,light rain,75,6,1.81,TD
565,Oranjestad,12.524,-70.027,89.55,few clouds,66,20,18.41,AW
566,Comodoro Rivadavia,-45.8667,-67.5,58.86,few clouds,26,20,20.71,AR
567,Yatou,37.15,122.3833,69.1,overcast clouds,95,96,19.44,CN
568,Bisho,-32.8472,27.4422,61.43,light rain,87,100,13.33,ZA
569,Barinas,8.6226,-70.2075,92.52,overcast clouds,43,99,8.7,VE
570,Fevik,58.3794,8.6766,60.57,overcast clouds,96,100,19.51,NO
571,Quatre Cocos,-20.2078,57.7625,72.09,broken clouds,65,62,16.78,MU
572,Flinders,-34.5833,150.8552,55.18,clear sky,77,8,1.01,AU
573,Grand Gaube,-20.0064,57.6608,72.37,broken clouds,71,65,7.0,MU
574,Lakes Entrance,-37.8811,147.981,38.16,clear sky,78,0,5.44,AU
575,Kavaratti,10.5669,72.642,81.64,overcast clouds,78,100,20.42,IN
576,Waipawa,-41.4122,175.5153,47.03,light rain,86,100,10.76,NZ
577,Camacha,33.0833,-16.3333,71.02,few clouds,68,20,6.91,PT
578,Dunedin,-45.8742,170.5036,40.8,few clouds,74,13,4.79,NZ
579,Nortelandia,-14.4547,-56.8028,90.61,overcast clouds,38,98,3.15,BR
580,Benguela,-12.5763,13.4055,71.55,clear sky,81,4,6.87,AO
581,Kurilsk,45.2333,147.8833,53.38,overcast clouds,76,95,5.08,RU
582,Karaton,-6.3424,106.1045,79.95,overcast clouds,90,91,0.85,ID
583,Zunyi,27.6867,106.9072,68.79,clear sky,84,0,1.77,CN
584,Worland,44.0169,-107.9554,85.35,clear sky,24,6,4.0,US
585,Valverde Del Camino,37.5751,-6.7543,77.45,broken clouds,57,51,3.36,ES
586,Pundaguitan,6.3711,126.1689,82.85,broken clouds,77,53,7.61,PH
587,Sibolga,1.7427,98.7792,77.02,overcast clouds,83,100,2.62,ID
588,Puerto Madryn,-42.7692,-65.0385,61.93,few clouds,23,15,1.52,AR
589,Rabo De Peixe,37.8,-25.5833,71.11,few clouds,88,20,6.91,PT
590,Bonfim,3.0833,-59.95,94.95,overcast clouds,49,99,1.77,BR
591,Byron Bay,-28.65,153.6167,60.06,overcast clouds,57,100,3.42,AU
592,Alta Floresta,-9.8756,-56.0861,84.02,scattered clouds,65,40,3.44,BR
593,Sao Francisco De Assis,-29.5503,-55.1311,82.81,light rain,49,0,6.6,BR
594,Lardos,36.0942,28.0157,75.94,clear sky,70,0,12.44,GR
595,Praia,14.9215,-23.5087,91.94,few clouds,35,20,9.22,CV
596,Marienburg,54.0359,19.0266,56.88,scattered clouds,68,31,9.51,PL
597,Warwick,41.7001,-71.4162,77.09,broken clouds,62,77,1.01,US
598,Neyshabur,36.2133,58.7958,66.0,clear sky,43,0,1.32,IR
599,Porterville,36.0652,-119.0168,82.76,clear sky,29,0,4.05,US
600,Mana,5.6592,-53.7767,86.34,few clouds,66,14,12.3,GF
601,Portland,45.5234,-122.6762,59.36,mist,93,90,4.0,US
602,Rafraf,37.1904,10.1837,79.11,broken clouds,83,69,17.07,TN
603,Rayon,19.1444,-99.5836,70.92,overcast clouds,74,100,5.82,MX
604,Ilheus,-14.7889,-39.0494,80.42,scattered clouds,74,40,12.66,BR
605,Pombas,17.1503,-25.0201,83.98,clear sky,75,3,13.44,CV
606,Babu,24.4167,111.5167,79.65,clear sky,75,6,0.54,CN
607,Harij,23.7,71.9,83.86,scattered clouds,73,50,2.42,IN
608,Awbari,26.5921,12.7805,79.16,clear sky,19,0,7.96,LY
609,Walvis Bay,-22.9575,14.5053,58.08,scattered clouds,88,29,11.5,NA
610,Tupik,54.4253,119.9327,32.41,overcast clouds,86,85,5.19,RU
611,Santa Cruz Cabralia,-16.2781,-39.0247,79.03,broken clouds,78,75,12.66,BR
612,Saint-Georges,12.0564,-61.7485,87.48,scattered clouds,74,40,11.5,GD
613,Shalinskoye,55.7228,93.7594,34.23,overcast clouds,93,96,8.25,RU
614,Ibarra,0.35,-78.1167,81.14,few clouds,38,24,11.43,EC
615,Sechura,-5.5569,-80.8222,75.0,broken clouds,60,80,16.6,PE
616,Melipilla,-33.7,-71.2167,83.73,clear sky,33,5,9.89,CL
617,Slonim,53.0867,25.3219,45.28,clear sky,84,2,6.69,BY
618,Zholymbet,51.7433,71.7122,36.21,overcast clouds,90,100,17.34,KZ
619,Buala,-8.145,159.5921,79.02,light rain,82,98,5.82,SB
620,Segezha,63.7415,34.3222,45.99,broken clouds,84,58,4.09,RU
621,Port-Cartier,50.0334,-66.8654,61.02,overcast clouds,65,98,11.45,CA
622,Aitape,-3.1374,142.3475,77.36,light rain,85,79,3.91,PG
623,Millington,35.3415,-89.8973,87.06,few clouds,49,18,11.01,US
624,Denpasar,-8.65,115.2167,78.46,few clouds,83,20,11.5,ID
625,Srednekolymsk,67.45,153.6833,24.57,overcast clouds,91,100,16.82,RU
626,Hirara,24.8,125.2833,83.07,broken clouds,73,66,16.55,JP
627,Tan An,10.5333,106.4167,80.62,broken clouds,95,52,2.91,VN
628,La Tuque,47.4334,-72.7824,59.25,broken clouds,72,82,9.22,CA
629,Venado Tuerto,-33.7456,-61.9688,75.42,overcast clouds,48,97,10.8,AR
630,Mazagao,-0.115,-51.2894,95.05,clear sky,42,7,8.79,BR
631,Nabire,-3.3667,135.4833,75.72,broken clouds,86,82,3.04,ID
632,Ganzhou,28.8184,115.4327,76.93,light rain,88,72,4.03,CN
633,Mecca,21.4267,39.8261,88.52,scattered clouds,44,29,5.68,SA
634,Brae,60.3964,-1.353,50.11,overcast clouds,84,100,25.64,GB
635,Auki,-8.7676,160.7034,76.55,overcast clouds,85,99,4.09,SB
636,Darlington,54.5243,-1.5504,55.11,clear sky,71,10,13.58,GB
637,Thanh Hoa,19.8,105.7667,75.2,overcast clouds,94,89,3.13,VN
638,Vilyuysk,63.7553,121.6247,30.31,few clouds,95,12,8.93,RU
639,Brownsville,25.9018,-97.4975,94.01,scattered clouds,55,32,4.0,US
640,Sovetskiy,61.3614,63.5842,32.5,clear sky,88,0,4.5,RU
641,Porto Novo,6.4965,2.6036,80.42,scattered clouds,86,45,5.77,BJ
642,Nantucket,41.2835,-70.0995,74.97,scattered clouds,72,35,22.32,US
643,Sorong,-0.8833,131.25,78.37,overcast clouds,86,88,5.44,ID
644,Deer Lake,49.1667,-57.4316,62.46,broken clouds,82,75,8.05,CA
645,Srandakan,-7.9386,110.2506,75.97,broken clouds,80,76,10.96,ID
646,Marquette,46.5333,-87.6335,60.24,overcast clouds,80,99,9.48,US
647,Thinadhoo,0.5333,72.9333,83.19,overcast clouds,74,100,16.04,MV
648,Okato,-39.2,173.8833,45.43,overcast clouds,90,100,10.65,NZ
649,Trinidad,-14.8333,-64.9,94.98,smoke,49,40,11.5,BO
650,Bocana De Paiwas,12.7857,-85.1227,82.62,broken clouds,79,77,12.17,NI
651,Slave Lake,55.2834,-114.769,60.78,scattered clouds,67,40,14.97,CA
652,Dakar,14.6937,-17.4441,86.88,clear sky,84,0,4.61,SN
653,Buin,-33.7333,-70.75,80.06,few clouds,24,12,7.94,CL
654,Hinton,53.4001,-117.5857,55.44,clear sky,30,2,16.53,CA
655,Key West,24.5557,-81.7826,88.0,clear sky,63,0,12.66,US
656,Quepos,9.4236,-84.1652,88.9,overcast clouds,79,94,4.09,CR
657,Stykkisholmur,65.0757,-22.7297,36.21,overcast clouds,72,100,37.76,IS
658,Bulgan,48.8125,103.5347,32.72,overcast clouds,48,100,14.12,MN
659,Muisne,0.6,-80.0333,84.31,overcast clouds,83,92,13.09,EC
660,Port Said,31.2565,32.2841,78.78,few clouds,69,20,11.5,EG
661,Sa Kaeo,13.75,102.3333,74.14,broken clouds,94,75,3.33,TH
662,Serowe,-22.3833,26.7167,73.02,clear sky,19,0,5.59,BW
663,Lieksa,63.3167,30.0167,46.78,scattered clouds,77,30,2.57,FI
664,Pryazha,61.6926,33.6216,43.83,clear sky,95,2,2.82,RU
665,Alghero,40.5589,8.3181,73.49,clear sky,78,0,3.44,IT
666,Sinjar,36.3209,41.8754,78.3,clear sky,14,0,10.51,IQ
667,Novosokolniki,56.3463,30.1578,45.64,broken clouds,88,81,4.21,RU
668,Maceio,-9.6658,-35.7353,83.64,broken clouds,69,75,13.8,BR
669,Manokwari,-0.8667,134.0833,78.3,overcast clouds,78,100,2.24,ID
670,Djougou,9.7085,1.666,77.11,broken clouds,89,54,5.35,BJ
671,Balkanabat,39.5108,54.3671,70.75,clear sky,37,5,3.2,TM
672,Lima,-12.0432,-77.0282,68.14,broken clouds,91,75,1.99,PE
673,Boguchany,58.3814,97.4531,33.84,light rain,99,100,5.26,RU
674,Oriximina,-1.7656,-55.8661,91.54,broken clouds,46,70,1.59,BR
675,Anzhero-Sudzhensk,56.081,86.0285,28.06,overcast clouds,88,100,2.68,RU
